url,content_type,text
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,La operatividad concreta de estos principios se instrumenta implantando una estrategia denominada y conocida internacionalmente como las 5S por provenir de los términos japoneses:
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Es necesario retirar en las áreas de trabajo y administrativas los elementos innecesarios para la operación. Estos artículos se colocan en un lugar de almacenamiento transitorio en donde, a su vez, se seleccionan los que son utilizables para otra operación y se desechan o descartan los que se consideran inútiles, liberando espacios y eliminando herramientas obsoletas."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"""Un sitio para cada cosa y cada cosa en su sitio"". A los elementos que no se retiraron y que se consideran necesarios se les asigna un lugar delimitando su espacio de almacenamiento, visualización, y utilización. Esto se hace marcando áreas señalizadas con líneas, siluetas, poniendo etiquetas, letreros, o utilizando muebles modulares, estantes, etc. Ordenar de esta manera otorga grandes beneficios tanto para el trabajador como para la organización."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"La limpieza sistematizada como parte del trabajo diario permite a su vez la inspección y la identificación de problemas de averías, desgaste, escapes o de cualquier tipo de defecto (FUGUAI). Permite un mantenimiento regular que hace más seguro el ambiente de trabajo al disminuir los riesgos que causa la suciedad. Se pueden realizar acciones concretas que reduzcan o eliminen las causas primarias decontaminación, brindando como en el caso anterior beneficios directos al trabajador en su salud y seguridad así como a la organización en sí."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Mantener los estados de limpieza y organización utilizando los pasos anteriores. Esta etapa se puede decir que es la etapa de aplicación. Con la estandarización mantendremos permanentemente un entorno productivo e impecable, recordando los 3 principios siguientes:"
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Esta etapa es la que permite que todos los pasos anteriores se cumplan paso a paso de forma permanente, y que no se rompan los procedimientos."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Determina que el ambiente sea de calidad. Es decir, que en el ambiente se puedan llevar a cabo tanto pruebas de calidad exitosas como que el producto cuente con la calidad requerida."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Lograr la eliminación de despilfarro en diferentes áreas e incrementar la mejora de condiciones de higiene, seguridad y salud ocupacional, también es la plataforma para desarrollar cualquier sistema de producción enfocado a la satisfacción del cliente, cuidado del medio ambiente y desarrollo integral del personal operacional."
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"Se puede argumentar que las 5S son fundamentales para los rubros mencionados, es necesario mencionar las 5S que van relacionadas con los integrantes de los grupos que tienen la intención de ejecutar las ""S"" enfocadas al área de trabajo (organización, orden y limpieza), a la empresa (coordinación y estandarización), estas 5S son:"
https://es.wikipedia.org/wiki/Lean_manufacturing,paragraph,"A medida que se utilicen herramientas y técnicas delean manufacturing, se comprobará la eliminación de ocho tipos de desperdicio:"
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Unless an engineer is directly involved in manufacturing, they may only be slightly familiar with “lean” principles. Long considered a way to greatly improve manufacturing efficiency, lean can be applied to any business or production process, in any industry."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"For example, lean is now being used extensively in the healthcare industry to improve efficiency and reduce costs. The principles can even be used on a smaller scale—to organize your office, workspace, or laboratory, for example."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Lean was originally created by Toyota to eliminate waste and inefficiency in its manufacturing operations. The process became so successful that it has been embraced in manufacturing sectors around the world. For an American company, being lean is critical for competing against lower-cost countries."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"The goal of lean is to eliminate waste—the non-value-added components in any process. Unless a process has gone through lean multiple times, it contains some element of waste. When done correctly, lean can create huge improvements in efficiency, cycle time, productivity, material costs, and scrap, leading to lower costs and improved competitiveness."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Lean isn’t just restricted to manufacturing. It can improve how a team works together, manages inventory, and even interacts with clients."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"TheLean Enterprise Institute(LEI), founded by James P. Womack and Daniel T. Jones in 1997, is considered the go-to resource for lean wisdom, training, and seminars."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Once the value (end goal) has been determined, the next step is mapping the “value stream.” This includes all the steps and processes involved in taking a specific product from raw materials and delivering the final product to the customer."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Value-stream mapping is a simple but eye-opening experience that identifies all the actions that take a product or service through any process—design, production, procurement, HR, administration, delivery, or customer service. The idea is to draw a ""map"" of the flow of material/product through the process, with a goal of identifying every step that does not create value and then finding ways to eliminate those wasteful steps."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Value-stream mapping is sometimes referred to as process re-engineering. Ultimately, this exercise also results in a better understanding of the entire business operation."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"After the waste has been removed from the value stream, the next step is to be sure the remaining steps flow smoothly with no interruptions, delays, or bottlenecks. In the words of LEI: “Make the value-creating steps occur in tight sequence so that the product or service will flow smoothly toward the customer.”"
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"This may require breaking down silo thinking and making the effort to become cross-functional across all departments, which can be one of the greatest challenges for lean programs to overcome."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"However, studies show that this will also lead to huge gains in productivity and efficiency—sometimes as high as 50% improvement or more."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"With improved flow, time to market (or time to customer) can be dramatically improved. This makes it much easier to deliver products as needed, as it means the customer can “pull” the product from you as needed (often in weeks, instead of months)."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"As a result, products don’t need to be built in advance or materials stockpiled. This reduces the need for an expensive inventory that needs to be managed, saving money for both the manufacturer/provider and the customer."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Accomplishing steps 1-4 is a great start, but the fifth step is perhaps the most important: making lean thinking and process improvement part of your corporate culture. Every employee should be involved in implementing lean."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"As gains continue to pile up, it is important to remember that lean is not a static system and requires constant effort and vigilance to perfect. Lean experts often say that a process is not truly lean until it has been through value-stream mapping at least half a dozen times."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"Lean can be infectious. Customers will notice big improvements as you implement lean, and will likely want to be part of your process. This collaborative thinking will also extend to your suppliers as well, who will want to use lean themselves to generate their own improvements."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"""The core idea behind lean is maximizing customer value while minimizing waste,"" states LEI. ""Simply put, lean means creating more value for customers with fewer resources."""
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,A lean organization understands customer value and focuses its key processes on continuous improvements. The ultimate goal is to provide perfect value to the customer through a perfect value creation process that has zero waste.
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"As stated by LEI: ""Lean accomplishes this by changing the focus of management from optimizing separate technologies, assets, and vertical departments to optimizing the flow of products and services through entire value streams that flow horizontally across technologies, assets, and departments to customers."""
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"With hundreds of relevant courses to choose from, ASME’s accredited,skill-based learning solutionssupport the success of your employeesandyour business."
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"For a limited time, get 25% off our on demand courses when you buy for a group of 5 or more.Use code 5FOR25 at checkoutto train on:"
https://www.asme.org/topics-resources/content/5-lean-principles-every-should-know,paragraph,"When you’re ready to get started, you can browse ourfull course catalog here. And if you find that you have further questions about ASME’s learning options, don’t hesitate toget in touch."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Lean manufacturing has been around for decades, with implementation of lean tools and techniques resulting in impressive efficiency and production gains. When implemented correctly, lean is a comprehensive process that eliminates waste from manufacturing processes, thereby reducing cost and adding value to the customer."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Results: Machine set-ups that once averaged five hours per machine were reduced to 35 minutes, adding about five hours of additional up-time per machine per day."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Dakota Bodies in South Dakota builds truck bodies for the service and industrial markets. To keep up with market demands, a lean team was established to work with company leaders to define their goals for the lean program. Lean 101 training was provided for supervisors, managers, and key operators, and a kanban system was installed to support just-in-time manufacturing and reduce inventory levels."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Results: On-time delivery increased to 95 percent with much-shortened lead times, and improved inventory management resulted in less waste of finished product."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,Results: The new changeover system resulted in 1.5 hours of added production up-time and increased throughput by more than $1 million annually.
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"A manufacturer used an incoming warehouse for large volumes of raw materials. Operational costs were high, including three full-time material stagers who unloaded, stored, and delivered the materials to assembly lines as needed. Management wanted to eliminate the warehouse without slowing down production, so a lean team worked with suppliers to design a point-of-use kanban system for just-in-time manufacturing. Staff was also trained in flow manufacturing and 5S workplace organization."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Results: The warehouse was no longer needed for raw-material storage, and thus converted for other value-added activities. The three stagers were trained for higher-level positions."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Results: Capacity increased by 20 percent, and on-time delivery increased to 95 percent, with fewer administrative steps. Because of improved efficiency, additional staff and office space were not required."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"MicroMetl, a Nevada-based manufacturer of heating and air conditioning equipment, wanted to increase efficiency and maintain high levels of product quality and consistency using lean. After analyzing workflow, management realized that a single heating and air conditioning part traveled 1.5 miles throughout the plant during assembly. The company cellularized the manufacturing process so that the part was instead assembled within an area of 100 feet."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Results: The lean improvements reduced indirect labor costs by 21 percent, which helped the company reduce prices, increase market share, and retain 25 positions."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"Lean tools are always valid. With the onset of Industry 4.0 and the Internet of Things (IoT), though, lean goals can be accomplished much more quickly. Lean principles can be integrated with cutting-edge technologies that enable constant, real-time monitoring, faster decision-making, improved efficiency, and the leanest processes possible."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"“IoT intersects with lean methodology and has the potential to take lean to the next level,” pointed out Dean Hamilton, senior vice president for Acclerite, a provider of business-critical infrastructure software. “The information gleaned from connected devices, including user experiences with a variety of products, can be fed back to instrumented factories to provide unprecedented opportunities to enhance manufacturing processes and reduce waste.”"
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"With hundreds of relevant courses to choose from, ASME’s accredited,skill-based learning solutionssupport the success of your employeesandyour business."
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"For a limited time, get 25% off our on demand courses when you buy for a group of 5 or more.Use code 5FOR25 at checkoutto train on:"
https://www.asme.org/topics-resources/content/7-examples-of-lean-manufacturing-in-action,paragraph,"When you’re ready to get started, you can browse ourfull course catalog here. And if you find that you have further questions about ASME’s learning options, don’t hesitate toget in touch."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El modelo de gestión Lean Manufacturing tiene como objetivo minimizar las pérdidas y maximizar el valor añadido al cliente. Este enfoque, que se originó en la industria automovilística, se ha extendido a todo tipo de sectores y ha demostrado ser fundamental para mejorar la competitividad empresarial. En este artículo, hablaremos todo sobre elLean Manufacturing: qué es, cómo funciona y cuáles son sus principios clave. La cuestión es, ¿cuáles son esos principios?"
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"La filosofía Lean Manufacturing, tambiénconocida como Lean Production, es un sistema de organización del trabajo que pone el foco en la mejora del sistema de producción. Para esto se basa en la eliminación de aquellas actividades que no aportan valor al proceso ni al cliente. Estas se denominan despilfarros o desperdicios, y son aquellas tareas que implican la sobreproducción, altos tiempos de espera o desperfectos en los productos, por citar algunos ejemplos."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,La filosofía lean manufacturing trata de optimizar el sistema de producción y reducir o eliminar las tareas que no añadan valor
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El término Lean Manufacturingapareció por primera vez en los años 70en el libroLa máquina que cambió el mundode los autoresWomack, Jones y Ross. La obra, que se ha convertido en best seller mundial, fue la primera que sacó a la luz el sistema de producción lean de Toyota. Este contrapone dos sistemas de negocio radicalmente diferentes: producción lean versus producción en masa."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Una de las claves de éxito es su dimensión humana, puesto quelas personas son el capital más importante de la empresa. Una cultura empresarial lean implica colaboración y comunicación de todos los niveles de la empresa. Los trabajadores están en contacto permanente con el medio de trabajo, por lo tanto son los primeros en observar y mejorar los problemas. Sin apoyo en las personas del equipo donde haya un clima adecuado, haciéndoles partícipes y comunicando con exactitud lo que se espera de ellos será imposible utilizar las técnicas de mejora de los procesos que propone esta estrategia."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El Lean Manufacturing es una filosofía empresarial que busca optimizar la eficiencia y efectividad de una organización a través de la eliminación de desperdicios y la mejora continua. Si tu empresa está interesada en adoptar esta estrategia, es fundamental conocer los tres pilares sobre los que se sustenta la filosofía lean:"
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Una organización que implementa con éxito el lean manufacturing es aquella que coloca al cliente en el centro de todas sus operaciones. El objetivo es entregar productos o servicios que cumplan, e incluso superen, las expectativas del cliente en cuanto a calidad, tiempo de entrega y costo. Para ello, se requiere una comprensión profunda de las necesidades y deseos del cliente, lo que permite ajustar los procesos internos y externos para maximizar el valor entregado. Así, la empresa no solo cumple con los estándares actuales, sino que también anticipa las demandas futuras del mercado."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El lean manufacturing se basa en la utilización inteligente de los recursos disponibles. Esto implica identificar y eliminar cualquier actividad o proceso que no añada valor al producto final. Se trabaja en optimizar el flujo de trabajo, reducir tiempos muertos, minimizar desperdicios y maximizar la productividad. En este contexto, la eficiencia no se trata solo de reducir costos, sino de hacer más con menos, garantizando que cada recurso (humano, material o financiero) esté orientado a crear valor real para el cliente. Las herramientas como el análisis de valor agregado y la mejora continua son clave en esta fase."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Una cultura lean fomenta un entorno en el que cada miembro de la organización tiene la capacidad y el incentivo para identificar problemas y proponer soluciones. No solo se trata de ajustar procesos, sino de promover una cultura de innovación continua. El liderazgo juega un papel esencial al comprometerse con la mejora constante y al empoderar a los empleados para que contribuyan con ideas y mejoras. Esta cultura fomenta la creatividad y permite que la organización se adapte rápidamente a los cambios del entorno, garantizando su competitividad a largo plazo."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El principio de «hacerlo bien a la primera» se enfoca en conseguir cero defectos en los procesos. Esto no solo significa corregir los errores cuando ocurren, sino también detectarlos de inmediato y abordarlos en su raíz, evitando que se repitan. La clave es crear un sistema que prevenga los problemas antes de que lleguen al cliente, lo que mejora la calidad, reduce costos innecesarios y genera una mayor satisfacción del cliente."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Uno de los pilares del Lean Manufacturing es la eliminación de todo aquello que no aporte valor directo al cliente. Esto incluye cualquier tipo de despilfarro o actividad innecesaria, como exceso de inventario, sobreproducción, movimientos innecesarios o tiempos de espera. El objetivo es optimizar cada paso del proceso, asegurando que todo lo que se haga contribuya a mejorar el producto final o la experiencia del cliente. Cada recurso, tiempo o esfuerzo que no añade valor se considera una pérdida y debe ser eliminado."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"La mejora continua ofilosofíaKaizenes un principio clave en Lean Manufacturing. Implica mantener un enfoque constante en mejorar los procesos, productos y servicios, buscando la excelencia sin perder de vista la reducción de costos y el aumento de la productividad. El Kaizen no es un esfuerzo único, sino un compromiso permanente para identificar oportunidades de mejora, tanto pequeñas como grandes, en todos los niveles de la organización."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El principio de los procesos pull se basa en producir solo lo que el cliente demanda, evitando la acumulación de inventarios innecesarios que podrían suponer desperdicios. En lugar de producir en exceso y acumular stock, se ajusta la producción a la demanda real del cliente. Esto no solo reduce los costos de almacenamiento y los riesgos de productos obsoletos, sino que también permite una respuesta más ágil a los cambios en las preferencias del cliente y en las condiciones del mercado."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"En un entorno lean, es crucial ser capaz de adaptarse rápidamente a las necesidades del mercado, tanto en términos de variedad de productos como de cantidades. La flexibilidad permite a las empresas ajustarse a las fluctuaciones en la demanda, produciendo una mayor diversidad de productos sin comprometer la eficiencia. Esto requiere sistemas y procesos ágiles, así como empleados capacitados para realizar múltiples tareas, lo que facilita una respuesta rápida y precisa a los cambios del entorno."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El éxito del Lean Manufacturing no solo depende de lo que ocurre dentro de la empresa, sino también de las relaciones que se establecen con los proveedores. Es fundamental construir relaciones a largo plazo basadas en la confianza mutua, donde ambos compartan riesgos y costos, y trabajen juntos en la mejora continua de los productos y servicios. Esto permite una mejor coordinación, una mayor transparencia y una capacidad conjunta para adaptarse a los desafíos y oportunidades del mercado."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Desde la perspectiva del Lean Manufacturing, el objetivo no es simplemente vender productos o servicios, sino ofrecer soluciones que resuelvan las necesidades del cliente. Esta visión más amplia implica que toda la organización debe alinearse en torno a un enfoque común, donde la prioridad sea ofrecer valor al cliente. Este cambio de mentalidad afecta tanto al diseño de productos como a la prestación de servicios, asegurando que la satisfacción del cliente esté siempre en el centro de la estrategia empresarial."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Es interesante conocer las diferentes herramientas lean que son utilizadas en esta estrategia, por lo que vamos a citar cinco sistemas de producción que beben de esta filosofía:"
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Gran variedad de empresas son seducidas por esta técnica, ya que hace que el flujo de valor se centre en cómo atraer el cliente. Confiar en esta metodología conlleva muchos beneficios ypuede significar la supervivenciade muchas empresas en el medio y largo plazo."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"El pensamiento lean implica ventajas como el incremento de la productividad, mejora de la calidad, aumento de las ventas o del valor de la empresa, por citar alguno de ellos."
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Es una cultura empresarial flexible, abierta a la mejora constante, que implica lograr en el tiempo justo lo que quieres con la cantidad y calidad perfectas y con el mínimo despilfarro"
https://www.apd.es/lean-manufacturing-que-es/,paragraph,"Si tuviéramos que resumir en dos líneas toda la forma de entender la organización desde la estrategia Lean Manufacturing, diríamos que es una cultura empresarial flexible, que está abierta a la mejora constante, que implica lograr en el tiempo justo aquello que quieres obtener con la cantidad y calidad perfectas, y que implica el mínimo despilfarro."
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"Son muchos los nombres por medio de los cuales se le conoce a esta metodología:Just in time, manufactura esbelta, manufactura ágil, manufactura de clase mundial, sistema de producción Toyota y otros más. Los resultados obtenidos a través de sus prácticas la convierten en una de las filosofías de producción más exitosas y revolucionarias de la historia."
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"Lean Manufacturinges un proceso continuo y sistemático de identificación y eliminación de actividades que no agregan valor en un proceso, pero si implican costo y esfuerzo. La principal filosofía en la que se sustenta el Lean Manufacturing radica en la premisa de que«todo puede hacerse mejor»; de tal manera que en una organización debe existir una búsqueda continua de oportunidades de mejora."
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"Como resultado, una organización que aplique Lean Manufacturing debería ajustar su producción a la demanda, en el momento y las cantidades en que sea solicitada, y con un costo mínimo. Según entonces, Lean Manufacturing puede definirse como una filosofía de producción que agrupa un conjunto de técnicas que nos facilitan el diseño de un sistema para producir y suministrar en función de la demanda, con el mínimo costo, una calidad competitiva y alta flexibilidad; de tal forma que Lean Manufacturing permitirá que la organización:"
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"La metodología Lean Manufacturing es ejecutada por equipos de trabajo inclusivos, organizados y capacitados. Los integrantes de los equipos de trabajo involucrados en las técnicas Lean, representan a todos los niveles de la organización, en especial demanda de la participación activa de los operarios de trabajo en todas las etapas de la metodología."
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"La búsqueda continua de oportunidades de mejora debe formar parte de una estrategia organizacional, y como tal, la filosofía Lean Manufacturing contempla herramientas que pueden aplicarse tanto a procesos específicos en forma de técnicas sencillas, como al modelo estratégico mediante un sistema de administración ajustado."
https://www.ingenieriaindustrialonline.com/lean-manufacturing/que-es-el-lean-manufacturing/,paragraph,"Las organizaciones que buscan implementar la metodología Lean o algunas de sus herramientas, evidentemente persiguen objetivos relacionados con el mejoramiento del desempeño de sus procesos. En dicha búsqueda, muchas son las organizaciones que han fracasado en la obtención de resultados significativos. Por tal razón, es muy importante considerar que Lean Manufacturing es una filosofía que precisa de compromiso organizacional y que requiere de una adaptación cultural. A través de la experiencia en procesos de implementación de Lean Manufacturing, expertos han considerado que existen tres principios claves para una adecuada ejecución de las actividades Lean:"
